card_id	card_parent_id	card_title	category_id	category_title	number_id
3fd93e9c-938c-4eab-8cf0-bf3f5f63a7ac	/repetitory-i-obucenie/drugoe	Магистерская диссертация по предмету ТГП (теория государства и права)			0
34585fb8-0c08-4d48-9bb3-d11725c8bb8b	/raznoe/buhgalter	Консультация бухгалтера			0
da46400f-a9d8-4f3c-80f7-0cb80f44abf2	/remont-avto/pomos_-na-dorogah	Помощь на дороге	/remont-avto/pomos_-na-dorogah/tehniceskaa-pomos_-na-doroge	Техническая помощь на дороге	1121
10f2db98-e1e8-4e3d-96f8-aed8ee2ad7c8	/remont-i-ustanovka-tehniki/remont-torgovogo-oborudovania	Очистка и промывка конденсатора аппаратом высокого давления			0
51c2dfe3-383a-4b5e-a377-76d1e3dd06d8	/remont-i-stroitel_stvo/stroitel_stvo-domov-i-kottedjej	Кирпичный дом 6 на 6	/remont-i-stroitel_stvo/stroitel_stvo-domov-i-kottedjej/stroitel_stvo-doma-iz-kirpica	Строительство дома из кирпича	1962
1e369554-ba90-4ba7-b41a-817394b7b4f9	/komp_utery-i-it/sajty-pod-kluc	Разработка недорогого сайта	/komp_utery-i-it/programmirovanie/razrabotka-sajtov	Разработка сайтов	343
a574a1ca-1668-4f73-bfe7-6e5a0eab2b1a	/remont-i-ustanovka-tehniki/holodil_niki	Ремонт холодильников IP Industrie (вызов мастера по холодильникам Айпи Индастри на дом)	/remont-i-ustanovka-tehniki/holodil_niki/remont-holodil_nikov	Ремонт холодильника	2237
aa164525-8e1c-42c0-ab38-bddd17de51b6	/remont-i-stroitel_stvo/remont-kvartir-i-domov	Отделка туалета			0
908a975d-86f7-4384-8cdb-403bda1527e9	/raznoe/internet-marketolog	Мессенджер-маркетинг	/raznoe/internet-marketolog/internet-reklama	Услуги интернет-маркетолога по интернет-рекламе	714
2f8e40e9-be3f-49a9-9e23-66ee8dfc81f8	/remont-i-stroitel_stvo/dveri-i-zamki	Вскрытие замков в квартире , открытие квартирных дверей	/remont-i-stroitel_stvo/dveri-i-zamki/vskrytie-zamka	Вскрытие дверного замка	1427
5abeaafa-ad33-4cc1-8ac2-9cdaabc9d5d8	/remont-i-stroitel_stvo/remont-kvartir-i-domov	Капитальный ремонт однокомнатной квартиры	/remont-i-stroitel_stvo/remont-kvartir-i-domov/kapital_nyj-remont-kvartiry	Капитальный ремонт квартиры	1818
ad6d21f4-4265-46c5-ae7a-f529b71a63ce	/remont-i-ustanovka-tehniki/stiral_nye-masiny	Ремонт стиральных машин Samsung 	4023	Ремонт стиральной машины	4023
a9b90d05-c6d6-4a7d-8bb1-aea7ba472bf0	/remont-i-stroitel_stvo/okna-i-balkony	Установка алюминиевых дверей	/remont-i-stroitelstvo/okna-i-balkonyi/ustanovka-balkonnoj-dveri	Установка балконной двери	4239
985e62c0-4c9f-466d-a8ce-08165c1a673b	/krasota/spa-prozedury	Солевая аромасауна			0
9615974c-f443-4773-9aba-8aabc2db79fd	/raznoe/drugoe	Арматура 36 мм А1 с доставкой			0
31d0d09d-d5ed-4ed3-896a-fcb0170077a9	/komp_utery-i-it/sajty-pod-kluc	SEO-продвижение	/raznoe/internet-marketolog/seo-prodvijenie	Услуги интернет маркетолога по SEO-продвижению	712
2a7b4f71-1d7d-4913-8b49-0908bb01cc4b	/remont-i-stroitel_stvo/gazifikazia	Автономная газификация цена	/remont-i-stroitel_stvo/gazifikazia/ustanovka-gazovogo-rezervuara	Установка газового резервуара	1424
21f9cf66-83a8-407b-83b1-e7c47829ecac	/repetitory-i-obucenie/himia	Консультация по творческим работам по химии и смежным предметам			0
c3190dc6-024b-4dac-82cc-7526a25a38ae	/dizajnery/illustrator	Дизайн иконки			0
582c7b04-5571-4fad-b894-2ab2662aeaf0	/gruzoperevozki-i-kur_ery/stroitel_nye-gruzy-i-oborudovanie	Перевозка рубероида	/gruzoperevozki-i-kur_ery/stroitel_nye-gruzy-i-oborudovanie/stroitel_nye-gruzy-i-oborudovanie	Перевозка строительных грузов и оборудования	208
beebf69d-3665-4f9d-a0b4-d46209557ea2	/raznoe/obezzarajivanie	Уничтожение муравьев			0
93671e2c-b6a3-4b3e-a83a-a33c1a56e0d6	/remont-i-ustanovka-tehniki/posudomoecnye-masiny	Мастер по ремонту посудомоечных машин	4064	Ремонт посудомоечных машин	4064
916efa8a-55ec-4553-aafa-4d05de5321de	/krasota/spa-prozedury	Обертывание	/krasota/massaj/obertyvanie	Обертывание	482
44a7af99-6e3e-4797-beaf-1bdb0dffaf57	/repetitory-i-obucenie/biologia	Дистанционное занятие по природоведению/естествознанию 5-6 класс.	/repetitory-i-obucenie/biologia/prirodovedenie	Занятие с рпетитором по природоведению	2338
df680ee3-5741-4af2-b787-a9418a68a367	/raznoe/internet-marketolog	Аудит рекламной кампании			0
8884eeb1-7b22-4828-8aa5-c4fb8daf5d8f	/gruzoperevozki-i-kur_ery/perevozka-vesej	Грузоперевозки гусеничных кранов.			0
61df3072-b453-4ef2-af7b-145698e02e4e	/organizazia-meropriatij/reklama-i-prodvijenie	Наружная реклама	/remont-i-stroitel_stvo/vysotnye-raboty/narujnaa-reklama	Установка наружной рекламы	1401
5b615339-e581-4110-8e09-b4f6dca467ea	/repetitory-i-obucenie/buhgalterskij-ucet	Консультация по чертежам по бухгалтерскому учету и смежным предметам			0
52ee855b-60a2-437b-955d-0aa93ce61997	/remont-i-stroitel_stvo/plitocnye-raboty	Тротуарная плитка	/remont-i-stroitelstvo/plitochnyie-rabotyi/ukladka-trotuarnoj-plitki		4377
2ff54e71-760c-4ccf-b496-73f53398aab1	/raznoe/buhgalter	Выписка из ЕГРЮЛ или ЕГРИП			0
e6c6780c-7544-4c14-8212-d2dae207f7cc	/krasota/resnizy-i-brovi	Окрашивание бровей краской	/krasota/resnizy-i-brovi/okrasivanie-brovej-kraskoj	Окрашивание бровей краской	533
2cb5d2de-e6bf-4c45-a85f-a485b466ca2d	/remont-avto/diagnostika	Диагностика Фольксваген с выездом			0
3ad9b179-082e-4baa-bd46-021616007301	/uristy/provedenie-nezavisimyh-ekspertiz	Оценка ручного флота для наследства, нотариуса, продажи, суда, банка			0
70790f68-bf22-499c-b2eb-08efc183d727	/raznoe/psiholog	Занятия психолога с детьми			0
8f7a0212-8948-49de-aa0e-4f722832ae06	/remont-i-stroitel_stvo/fasadnye-raboty	Штукатурка фасада			0
c679b5fd-dff9-4331-b6c4-344fcd59be81	/gruzoperevozki-i-kur_ery/perevozka-vesej	Gazel-Perm.tiu.ru			0
1179d0c8-a3d3-476f-ae42-4c879f7fe485	/krasota/makiaj	Татуаж. Микроблейдинг (волосковая техника)			0
9bd6495e-1072-4dec-b126-5a11515b8ed8	/krasota/makiaj	Татуаж камуфлирования рубца в области лица			0
27f3ee76-c33a-44c0-99b1-ac5a542ccdc0	/dizajnery/promyslennyj-dizajner	Техническая экспресс-диагностика проектов НИОКР  для инвесторов			0
813881d2-fc5b-4cc2-a5c9-9411e5333d6f	/gruzoperevozki-i-kur_ery/vyvoz-musora	Вывоз мусора с дачного участка	/gruzoperevozki-i-kur_ery/vyvoz-musora/vyvoz-musora	Вывоз мусора	180
0de908e6-07a2-4969-8e66-34d5b66d1343	/remont-avto/drugoe	Ремонт автомобилей Киа			0
435159b0-1d1f-4fbf-9792-742d07779ff4	/remont-i-ustanovka-tehniki/drugoe	Ремонт смартфонов	/remont-i-ustanovka-tehniki/mobil_nye-telefony-i-plansety/remont-mobil_nyh-telefonov	Ремонт мобильных телефонов	2137
f9081ce2-2e47-4c07-8428-afbb25b69f92	/remont-i-ustanovka-tehniki/mobil_nye-telefony-i-plansety	Восстановление кнопки хоме на iPhone  6plus	/remont-i-ustanovka-tehniki/mobil_nye-telefony-i-plansety/remont-mobil_nyh-telefonov	Ремонт мобильных телефонов	2137
42ccaee2-05cd-4d99-91b0-30930b65d06e	/remont-avto/tonirovka-i-avtovinil	Автовинил и стайлинг	/remont-avto/tonirovka-i-avtovinil/oklejka-avto-vinilovoj-plenkoj	Оклейка автомобиля виниловой пленкой	1182
63add4e3-dcda-4453-8b65-8e94631d65a9	/remont-i-stroitel_stvo/remont-kvartir-i-domov	Механизированная штукатурка стен	/remont-i-stroitel_stvo/oboi-i-malarnye-raboty/stukaturka-sten	Штукатурка стен	1692
c1726c1f-f1f3-4945-81d9-739a94ebc596	/gruzoperevozki-i-kur_ery/perevozka-vesej	Машина без грузчиков			0
af3901ee-0e5e-4cf8-95c1-f0484f647642	/raznoe/drugoe	Консультация и оценка недвижимости инженера-строителя			0
40ab1f35-1a6c-4ddd-aa9c-0bbbfa503aa3	/remont-avto/tehniceskoe-obslujivanie	Очистка дроссельной заслонки Land Rover			0
4fcfd2b3-4490-44ac-98df-647bac7a965d	/gruzoperevozki-i-kur_ery/vyvoz-musora	Вывоз строительного мусора	/remont-i-stroitel_stvo/snos-i-demontaj/vyvoz-stroitel_nogo-musora	Вывоз строительного мусора	1917
66843f66-517b-4054-b64d-046344f4dc82	/remont-i-ustanovka-tehniki/mobil_nye-telefony-i-plansety	Замена экрана и стекла Mi 9 SE	/remont-i-ustanovka-tehniki/mobil_nye-telefony-i-plansety/zamena-ekrana	Замена экрана мобильного телефона или планшета	2135
164d61d0-4e85-434d-ac60-e4d9cb8652fa	/gruzoperevozki-i-kur_ery/vyvoz-musora	Демонтаж холодильника			0
d1ff9841-e6b1-479c-8f1c-589f74c9a82e	/uristy/uridiceskoe-soprovojdenie-sdelok	Споры по противодействию легализации (отмыванию) доходов, полученных преступным путём 			0
1ceb4c90-9524-4db5-b53a-fdd8e739d9e1	/remont-i-stroitel_stvo/rol_stavni-i-sekzionnye-vorota	Изготовление секционных ворот			0
19390ca4-a992-47c0-8e60-321070786003	/raznoe/drugoe	Охрана Труда			0
20059efe-e058-461a-96df-6589b1808a26	/remont-i-stroitel_stvo/rol_stavni-i-sekzionnye-vorota	Изготовление Рольставен на Окна и Двери			0
56e8f730-26c6-41a8-b8ed-a1a4e62ee257	/krasota/makiaj	Коррекция перманентного макияжа губ			0
e8784053-6d4d-4087-8694-3c857be22f36	/remont-i-ustanovka-tehniki/stiral_nye-masiny	Ремонт стиральных машин bosch	4023	Ремонт стиральной машины	4023
32cafffa-e14a-4d8e-8849-1b4f2bbe28d4	/remont-i-stroitel_stvo/mebel_	Сборка детской кроватки	/remont-i-stroitelstvo/mebel/sborka-mebeli		4320
da35e94e-b5c2-42e3-8eba-d107bc2e2d1b	/krasota/drugoe	Перманентный макияж век			0
b97550ff-40f6-4c4c-9152-d1d0ccf7bc39	/raznoe/obezzarajivanie	Уничтожение жужелиц.			0
ce9f0bad-aee7-4c5c-a436-db316b330376	/foto-i-video/drugoe	Изготовление 3d панорам			0
1d13e836-e30c-43fc-aefd-445a36ff325d	/remont-i-stroitel_stvo/okna-i-balkony	Устранение продувания окон	/remont-i-stroitel_stvo/okna-i-balkony/germetizazia-okon	Герметизация окон	1713
589017f5-ff3c-4848-9437-ba144cc95cdd	/raznoe/psiholog	Консультация психолога в Skype	/raznoe/psiholog/konsul_tazia-psihologa	Консультация психолога	818
40f728ba-3bd2-46a2-b2cc-ca82d283cfb3	/remont-i-stroitel_stvo/okna-i-balkony	Ремонт пластиковых окон 	/remont-i-stroitel_stvo/okna-i-balkony/remont-okon	Ремонт окон	1725
dc07886d-ceb4-4328-83c4-d84e071be5d1	/remont-i-stroitel_stvo/potolki	Монтаж потолка из ПВХ, МДФ панелей по металлокаркасу			0
ef409e0b-5e3f-46af-b81a-ffdd28faf2bf	/uristy/uridiceskoe-soprovojdenie-sdelok	Согласование летнего кафе			0
2c364ebb-56bd-42d3-a4c2-35793590a321	/remont-i-ustanovka-tehniki/stiral_nye-masiny	Ремонт стиральных машин в Жулебино	4023	Ремонт стиральной машины	4023
6bef7bbb-9760-4cee-bee8-f6940d7fc925	/remont-i-ustanovka-tehniki/stroitel_naa-i-sadovaa-tehnika	Ремонт газовых тепловых пушек	/remont-i-ustanovka-tehniki/stroitel_naa-i-sadovaa-tehnika/remont-stroitel_noj-tehniki	Ремонт строительной техники	2218
1302b3fa-f25d-49ab-aa43-eaef3efa28f3	/gruzoperevozki-i-kur_ery/uslugi-gruzcikov	Заказать грузчиков 	/gruzoperevozki-i-kur_ery/uslugi-gruzcikov/uslugi-gruzcikov	Услуги грузчиков	210
99ed4eeb-0877-4eb1-b033-54cb0b86761e	/raznoe/biznes-konsalting	Расследование несчастного случая в организации/предприятии			0
f13f408a-98cc-43a3-911b-5332cec7ca4b	/komp_utery-i-it/komp_uternaa-pomos_	Установка Windows XP	/komp_utery-i-it/komp_uternaa-pomos_/ustanovka-operazionnyh-sistem	Установка операционных систем на компьютеры	327
fe568bea-1474-4e7f-b3e9-dd631deb8bae	/gruzoperevozki-i-kur_ery/mejdugordnie-perevozki	Встреча в аэропорту.			0
a378b6b2-a89a-45e1-8244-59515262f0c0	/repetitory-i-obucenie/drugoe	Консультация по творческим работам			0
33a650c0-ca4a-413b-bab5-b73531aa751f	/raznoe/drugoe	 Курсы по повышению квалификации машинистов мостовых и козловых кранов 			0
92c51f6c-a6a2-4abd-9fe6-fd081ae30594	/foto-i-video/fotosessia	Эротическая фотосессия	4264	Эротическая фотосессия	4264
b12ac091-67e2-40b4-a54a-5a4c1488ac7a	/artisty/sou	Флайборд шоу			0
00b02f9f-f7f6-47b3-9a6f-395418fd0796	/remont-i-ustanovka-tehniki/stiral_nye-masiny	Ремонт стиральных машин: Rolsen	4023	Ремонт стиральной машины	4023
f1a9daa8-aa4e-4604-b84e-782404f9cdf7	/raznoe/perevodcik	Написания статей на английском и немецком			0
bf62d5b2-ccda-497c-b55e-5c38ed75f64f	/komp_utery-i-it/komp_uternaa-pomos_	Замена блоки питания Самара	/komp_utery-i-it/komp_uternaa-pomos_/zamena-bloka-pitania-komp_utera	Замена компьютерных блоков питания	307
34a6bbdb-c6d1-405e-ad23-bdd4968211db	/remont-i-stroitel_stvo/santehniceskie-raboty-i-otoplenie	Прочистки канализации в квартире	/remont-i-stroitel_stvo/santehniceskie-raboty-i-otoplenie/procistka-kanalizazii	Прочистка канализации	1890
481c14f5-87b4-4eec-98f9-a76a73b3ed01	/komp_utery-i-it/komp_uternaa-pomos_	Замена вентилятора ноутбука	/komp_utery-i-it/komp_uternaa-pomos_/zamena-kulera	Замена кулеров в компьютерах	309
32810fe0-01d5-4c25-b6c3-a75f2b97cc39	/gruzoperevozki-i-kur_ery/mejdugordnie-perevozki	Перевозка вещей в Мурманск	/perevozki-i-kureryi/mezhdugorodnyie-perevozki/mezhdugorodnie-perevozki-veschej		4322
18a512f1-300d-4d21-9422-c7e65a99450d	/krasota/kosmetolog	Плазмотерапия			0
e95ab798-fb9b-47cd-bf43-32eb28ac743b	/remont-i-stroitel_stvo/remont-kvartir-i-domov	Ремонт дома			0
f2d17062-85eb-4c9c-a39f-8885e81e2c41	/foto-i-video/fotosessia	Съемка в мастерской			0
485b38b4-7ff6-4bad-9def-3a25caca6467	/remont-i-stroitel_stvo/drugoe	Изготовление решеток на окна и балконы			0
e831bd39-0398-4bab-a54d-82577b9eb9d1	/uristy/provedenie-nezavisimyh-ekspertiz	Оценка переворачивателей вагонов для наследства, нотариуса, продажи, суда, банка			0
7abd2e99-806e-40aa-ac1f-ed1851834519	/repetitory-i-obucenie/anglijskij-azyk	Пакет "Скидка 30%"	3952	Курс с репетитором по английскому языку	3952
9f95e216-8211-4265-84c7-11ca4563feb8	/repetitory-i-obucenie/anglijskij-azyk	Индивидуальные занятия по английскому языку для взрослых (1 месяц, 8 занятий)	/repetitory-i-obucenie/anglijskij-azyk/zanatie	Занятие с репетитором по английскому языку	2282
c5cfa67b-ecd6-42d1-a7f3-22800de52a69	/krasota/kosmetolog	Альгинатная маска для лица Годжи и Клюква	/krasota/kosmetolog/al_ginatnaa-maska-dla-liza	Альгинатная маска для лица	369
d0ff25ce-ad79-483b-a360-ebb652fcd576	/krasota/udalenie-volos	Мужская лазерная эпиляция: Бакенбарды			0
0b7154f1-253c-4549-950c-28898d4f4782	/uslugi-dla-jivotnyh/drugoe	Кастрация кобеля собаки			0
f09953fd-9770-4191-a81b-ca6e817738ba	/raznoe/drugoe	Настройка и ремонт оргтехники	/komp_utery-i-it/komp_uternaa-pomos_/nastrojka-i-remont-orgtehniki	Настройка и ремонт оргтехники	313
15519014-ea34-4f81-ac90-712114608134	/raznoe/obezzarajivanie	Обработка от клещей			0
fbd89a8c-d6fd-4a2f-80b8-b289eea19027	/komp_utery-i-it/drugoe	Дизайн лендинга	/dizajnery/veb-dizajner/dizajn-lendingov	Дизайн лендинга	228
8c53d73b-9693-4a7c-9622-d5fc5b1a33aa	/dizajnery/graficeskij-dizajner	Дизайн презентаций			0
4bcab888-92d3-44b4-80ba-adad55cc8e0f	/organizazia-meropriatij/drugoe	Расклейка объявлений	/organizazia-meropriatij/reklama-i-prodvijenie/raskleivanie-ob_avlenij	Расклеивание объявлений	667
9c885de4-7bf7-46e5-bb8f-175de9cbf225	/raznoe/drugoe	Срочно продать авто			0
52635c61-309a-46cc-9659-1c2ad110f461	/raznoe/migrazionnye-uslugi	обновление миграционной карты			0
8733fced-8cfe-49ca-a61e-a8df340d2063	/remont-i-stroitel_stvo/okna-i-balkony	Безрамное остекление раздвижное	/remont-i-stroitel_stvo/okna-i-balkony/osteklenie-balkonov-i-lodjij	Остекление балконов и лоджий	1720
d1ad26e6-d40a-4935-a58c-72057cec06c2	/raznoe/drugoe	Определение величины утраты товарной стоимости автомобиля			0
ffce9b5a-3a80-4819-9eb8-5ee7fb8fb6d5	/gruzoperevozki-i-kur_ery/mejdugordnie-perevozki	грузоперевозки 	/gruzoperevozki-i-kur_ery/mejdugordnie-perevozki/mejdugordnie-perevozki	Междугородние перевозки	197
e456aa01-39b9-467a-854a-dca047e6eb17	/krasota/udalenie-volos	Лазер мужской: Подмышечные впадины			0
be42a276-c793-4958-ba0e-3fdff8b2dee2	/komp_utery-i-it/komp_uternaa-pomos_	Компьютерный мастер 			0
cc1a8c60-0101-4106-b7b6-859e1dfb939b	/dizajnery/upakovka-i-reklama	Дизайн листовки	/dizajnery/graficeskij-dizajner/listovka	Дизайн листовки	248
a1044d46-894b-4473-9158-96cd8b41a9d6	/artisty/drugoe	Художник шаржист / портертист на праздник			0
4c86f620-262b-4098-80ba-e8031241cd97	/krasota/manikur-i-pedikur	Покрытие Гель-лак ECLIPSE			0
8fa736c7-99eb-490b-8542-5af69d1c25c9	/raznoe/kopirajter	Удаленные работы на дому	/raznoe/kopirajter/uslugi-kopirajtera	Услуги копирайтера	725
0543bccd-3cf6-42e7-8abf-5376e9f13b06	/remont-i-stroitel_stvo/proektirovanie-i-smety	Проектирование электросетей частного дома	/remont-i-stroitel_stvo/proektirovanie-i-smety/proektirovanie-elektrosetej	Проектирование электросетей	1808
7cd1fcea-fd79-43d7-a6df-42441066238f	/remont-avto/kondizionery-i-otoplenie	Ремонт отопителя планар			0
85c9a6ff-6c8f-450f-998a-e7782eb0843c	/uslugi-dla-jivotnyh/strijka	Стрижк кошек в Москве, Красноармейске, Черноголовке и Ногинске	/uslugi-dla-jivotnyh/strijka/strijka-kosek	Стрижка кошек	3051
098bde09-6b51-4aa0-abef-31a8c31a5cc0	/krasota/manikur-i-pedikur	Покрытие ногтей лаком			0
9fa91630-e872-454f-87f0-7a19f340e014	/repetitory-i-obucenie/literatura	Консультация по научным статьям по литературе и смежным предметам			0
b4928814-7fef-4a93-99d7-39f3637480ad	/krasota/udalenie-volos	Депиляция линии живота			0
64f9f897-cad2-4305-92ba-439d135e5773	/krasota/massaj	Массаж общий	/krasota/massaj/klassiceskij-massaj	Классический массаж	478
195478d3-5dff-4c39-9a5e-2ba9dd082897	/remont-i-ustanovka-tehniki/drugoe	Ремонт бутербродницы	/remont-i-ustanovka-tehniki/melkaa-bytovaa-tehnika/remont-melkoj-bytovoj-tehniki	Ремонт мелкой бытовой техники	2101
0a731858-34c9-42c1-8630-c917e4d042df	/raznoe/drugoe	Установка двусторонней заплаты на герметичном отсеке (до 5 см) лодки ПВХ			0
3d4de345-0977-4e40-adf2-4c6e9193e22f	/repetitory-i-obucenie/russkij-azyk	Консультация по решению задач по русскому языку			0
94a02770-e98f-4549-b779-14f0e6951a81	/raznoe/biznes-konsalting	Настройка системы маркетинга и продаж фитнес-клуба			0
ac8c864c-2d65-412c-83f4-65634503b1f3	/uristy/registrazionnye-uslugi	Изготовить ЭЦП			0
ba608171-6c78-40b7-8c69-6c805b88b237	/artisty/sou	Лазерное шоу на свадьбу (стандарт)	/artisty/sou/svetovoe-sou	Световое шоу	175
1a79ef42-a1ae-4f4f-85b7-22f2b388a22b	/repetitory-i-obucenie/kursy-i-master-klassy	Консультация для родителей с ребенком в группе риска по психоречевому развитию			0
74086416-1c4f-497f-84a4-3c1bb3253b7c	/remont-i-stroitel_stvo/izyskatel_nye-raboty	Геодезические работы			0
fc21c9bd-d2cd-4e8c-818a-9409af6015e5	/uristy/registrazionnye-uslugi	Регистрация изменений в ЕГРЮЛ (изменение адреса)			0
ef3bfd8a-76b9-43d4-9ecd-2320e332858f	/remont-avto/elektrooborudovanie	Замена электронного блока управления в автомобиле	/remont-avto/elektrooborudovanie/zamena-elektronnogo-bloka-upravlenia	Замена электронного блока управления в автомобиле	1337
0e705ce5-f306-406b-9cf2-34e45989597a	/repetitory-i-obucenie/fizika	Консультация по семестровым работам по физике и смежным предметам			0
cc9cdb57-a03b-4f27-af2b-959845e909d4	/raznoe/drugoe	Запишу ваши видеокассеты на флешку DVD диск	/foto-i-video/ozifrovka/ozifrovka-videokasset	Оцифровка видеокассет	3074
ef9ff9e7-f661-415c-ae5e-ddfc65a3bb1d	/remont-i-ustanovka-tehniki/mobil_nye-telefony-i-plansety	Замена кнопок громкости смартфона	/remont-i-ustanovka-tehniki/mobil_nye-telefony-i-plansety/zamena-knopok-gromkosti	Замена кнопок громкости мобильного телефона или планшета	2125
c1f2b390-b536-49ea-a3d2-610ae5025d85	/trenery/drugoe	Slide			0
f83bd135-eb11-410e-ad1d-feb2dd740fdd	/gruzoperevozki-i-kur_ery/perevozka-vesej	Доставка стройматериалов			0
520a447d-b8df-453e-8d86-3ad6a38e3200	/raznoe/melkie-porucheniya	написать текст	/raznoe/kopirajter/uslugi-kopirajtera	Услуги копирайтера	725
7c61b920-a780-4eca-9148-fbf1f14cc8ac	/ohrana-i-detektivy/ohrana	Охрана производственных и складских комплексов	/ohrana-i-detektivy/ohrana/ohrana-ob_ektov	Охрана объектов	684
ff15c08f-b76d-4700-8a5a-da9e3c43070f	/tvorcestvo,-rukodelie-i-hobbi/drugoe	Портрет на заказ			0
